date,L006_RADP_MICROMOLE/m^2/s,L001_RADP_MICROMOLE/m^2/s,L005_RADP_MICROMOLE/m^2/s,LZ40_RADP_MICROMOLE/m^2/s,Mean_RADP
2019-04-06,476.36,,,,476.36
2019-04-07,534.47,,,,534.47
2019-04-08,499.0,,,,499.0
2019-04-09,180.74,,,,180.74
2019-04-10,474.09,,,,474.09
2019-04-11,548.93,,,,548.93
2019-04-12,562.36,,,,562.36
2019-04-13,525.42,,,,525.42
2019-04-14,312.49,,,,312.49
2019-04-15,550.38,,,,550.38
2019-04-16,583.5,,,,583.5
2019-04-17,511.69,,,,511.69
2019-04-18,542.87,,,,542.87
2019-04-19,314.56,,,,314.56
2019-04-20,567.83,,,,567.83
2019-04-21,600.46,,,,600.46
2019-04-22,589.55,,,,589.55
2019-04-23,591.65,,,,591.65
2019-04-24,637.81,,,,637.81
2019-04-25,572.26,,,,572.26
2019-04-26,307.03,,,,307.03
2019-04-27,668.92,,,,668.92
2019-04-28,634.16,,,,634.16
2019-04-29,640.78,,,,640.78
2019-04-30,631.88,,,,631.88
2019-05-01,493.82,,,,493.82
2019-05-02,451.25,,,,451.25
2019-05-03,449.01,,,,449.01
2019-05-04,529.64,,,,529.64
2019-05-05,488.59,,,,488.59
2019-05-06,429.81,,,,429.81
2019-05-07,405.76,,,,405.76
2019-05-08,657.09,,,,657.09
2019-05-09,521.63,,,,521.63
2019-05-10,597.6,,,,597.6
2019-05-11,596.46,,,,596.46
2019-05-12,555.53,,,,555.53
2019-05-13,529.73,,,,529.73
2019-05-14,473.9,,,,473.9
2019-05-15,381.58,,,,381.58
2019-05-16,568.61,,,,568.61
2019-05-17,655.16,,,,655.16
2019-05-18,679.97,,,,679.97
2019-05-19,650.08,,,,650.08
2019-05-20,668.33,,,,668.33
2019-05-21,671.36,,,,671.36
2019-05-22,676.31,,,,676.31
2019-05-23,648.11,,,,648.11
2019-05-24,679.95,,,,679.95
2019-05-25,675.11,,,,675.11
2019-05-26,641.65,,,,641.65
2019-05-27,653.18,,,,653.18
2019-05-28,663.01,,,,663.01
2019-05-29,667.57,,,,667.57
2019-05-30,674.09,,,646.09,660.09
2019-05-31,665.37,,,663.85,664.61
2019-06-01,583.28,,,578.53,580.905
2019-06-02,616.27,,,588.33,602.3
2019-06-03,668.83,,,660.61,664.72
2019-06-04,526.32,,,515.66,520.99
2019-06-05,683.44,,,650.27,666.855
2019-06-06,629.16,,,611.81,620.4849999999999
2019-06-07,360.46,,,348.32,354.39
2019-06-08,387.8,,,419.23,403.515
2019-06-09,266.93,,,277.79,272.36
2019-06-10,413.93,,,405.75,409.84000000000003
2019-06-11,443.32,,,440.04,441.68
2019-06-12,547.78,,,452.53,500.155
2019-06-13,435.35,,,433.27,434.31
2019-06-14,558.32,,,474.43,516.375
2019-06-15,578.56,,,573.64,576.0999999999999
2019-06-16,261.49,,,268.9,265.195
2019-06-17,254.11,,,285.35,269.73
2019-06-18,390.38,,,392.0,391.19
2019-06-19,316.7,,,150.42,233.56
2019-06-20,654.05,,,619.04,636.545
2019-06-21,639.86,,,622.47,631.165
2019-06-22,516.26,,,552.56,534.41
2019-06-23,651.22,,,653.63,652.425
2019-06-24,654.33,,,650.52,652.425
2019-06-25,641.58,,,,641.58
2019-06-26,532.29,,,496.56,514.425
2019-06-27,528.56,,,531.28,529.92
2019-06-28,411.24,,,446.08,428.65999999999997
2019-06-29,369.03,,,248.0,308.515
2019-06-30,562.2,,,497.24,529.72
2019-07-01,649.49,,,571.41,610.45
2019-07-02,637.31,,,464.98,551.145
2019-07-03,455.66,,,379.14,417.4
2019-07-04,595.67,,,540.52,568.095
2019-07-05,330.13,,,364.37,347.25
2019-07-06,416.76,,,323.34,370.04999999999995
2019-07-07,420.82,,,450.19,435.505
2019-07-08,442.56,,,290.55,366.555
2019-07-09,489.29,,,428.2,458.745
2019-07-10,596.59,,,601.23,598.9100000000001
2019-07-11,446.88,,,429.72,438.3
2019-07-12,284.33,,,248.82,266.575
2019-07-13,567.34,,,487.04,527.19
2019-07-14,622.69,,,648.99,635.84
2019-07-15,646.17,,,634.3,640.2349999999999
2019-07-16,428.08,,,405.51,416.79499999999996
2019-07-17,339.99,,,510.61,425.3
2019-07-18,341.43,,,402.13,371.78
2019-07-19,438.81,,,411.97,425.39
2019-07-20,323.1,,,353.55,338.32500000000005
2019-07-21,414.11,,,454.37,434.24
2019-07-22,523.43,,,521.25,522.3399999999999
2019-07-23,496.06,,,,496.06
2019-07-24,513.76,,,479.58,496.66999999999996
2019-07-25,415.34,,,383.93,399.635
2019-07-26,456.13,,,436.17,446.15
2019-07-27,613.6,,,,613.6
2019-07-28,653.06,,,627.94,640.5
2019-07-29,636.42,,,473.77,555.095
2019-07-30,635.23,,,523.5,579.365
2019-07-31,330.89,,,233.79,282.34
2019-08-01,204.53,,,190.99,197.76
2019-08-02,326.94,,,192.89,259.91499999999996
2019-08-03,314.54,,,222.01,268.275
2019-08-04,315.93,,,198.64,257.28499999999997
2019-08-05,385.56,,,259.64,322.6
2019-08-06,192.1,,,361.24,276.67
2019-08-07,375.76,,,269.34,322.54999999999995
2019-08-08,543.41,,,528.65,536.03
2019-08-09,441.64,,,523.35,482.495
2019-08-10,401.83,,,325.84,363.835
2019-08-11,279.94,,,310.61,295.275
2019-08-12,402.17,,,276.53,339.35
2019-08-13,423.67,,,291.2,357.435
2019-08-14,367.81,,,355.65,361.73
2019-08-15,349.58,,,325.28,337.42999999999995
2019-08-16,568.15,,,397.83,482.99
2019-08-17,385.14,,,322.57,353.855
2019-08-18,511.51,,,461.45,486.48
2019-08-19,469.45,,,563.79,516.62
2019-08-20,531.91,,,518.66,525.285
2019-08-21,416.68,,,481.26,448.97
2019-08-22,495.56,,,476.33,485.945
2019-08-23,456.3,,,468.88,462.59000000000003
2019-08-24,470.81,,,411.46,441.135
2019-08-25,321.6,,,259.59,290.595
2019-08-26,394.67,,,359.8,377.235
2019-08-27,429.81,,,477.44,453.625
2019-08-28,541.41,,,477.28,509.34499999999997
2019-08-29,437.88,,,,437.88
2019-08-30,445.57,,,318.8,382.185
2019-08-31,481.0,,,451.12,466.06
2019-09-01,551.57,,,426.14,488.855
2019-09-02,368.35,,,331.51,349.93
2019-09-03,354.76,,,345.14,349.95
2019-09-04,288.66,,,187.0,237.83
2019-09-05,434.65,,,384.51,409.58
2019-09-06,534.43,,,374.18,454.30499999999995
2019-09-07,507.03,,,476.45,491.74
2019-09-08,483.88,,,324.98,404.43
2019-09-09,427.89,,,167.12,297.505
2019-09-10,470.91,,,502.81,486.86
2019-09-11,530.16,,,545.0,537.5799999999999
2019-09-12,456.92,,,481.3,469.11
2019-09-13,375.81,,,394.04,384.925
2019-09-14,470.97,,,435.7,453.33500000000004
2019-09-15,481.91,,,438.62,460.265
2019-09-16,458.82,,,442.08,450.45
2019-09-17,540.21,,,436.43,488.32000000000005
2019-09-18,494.05,,,476.0,485.025
2019-09-19,398.95,,,427.54,413.245
2019-09-20,418.68,,,403.64,411.15999999999997
2019-09-21,444.38,,,509.27,476.825
2019-09-22,474.89,,,490.61,482.75
2019-09-23,534.56,,,513.07,523.815
2019-09-24,539.0,,,524.58,531.79
2019-09-25,538.45,,,385.62,462.035
2019-09-26,526.41,,,437.16,481.78499999999997
2019-09-27,479.42,,,440.52,459.97
2019-09-28,512.4,,,443.59,477.995
2019-09-29,490.44,,,425.09,457.765
2019-09-30,466.15,,,450.5,458.325
2019-10-01,433.11,,,447.25,440.18
2019-10-02,299.56,,,247.59,273.575
2019-10-03,482.13,,,477.0,479.565
2019-10-04,492.01,,,407.05,449.53
2019-10-05,323.87,,,416.7,370.28499999999997
2019-10-06,434.87,,,407.27,421.07
2019-10-07,230.25,,,259.06,244.655
2019-10-08,384.38,,,228.61,306.495
2019-10-09,335.85,,,170.49,253.17000000000002
2019-10-10,363.57,,,404.42,383.995
2019-10-11,370.84,,,352.05,361.445
2019-10-12,224.01,,,259.85,241.93
2019-10-13,407.58,,,326.08,366.83
2019-10-14,467.87,,,412.44,440.155
2019-10-15,406.37,,,242.77,324.57
2019-10-16,355.77,,,389.52,372.645
2019-10-17,389.43,,,199.39,294.40999999999997
2019-10-18,199.43,,,126.37,162.9
2019-10-19,120.17,,,101.87,111.02000000000001
2019-10-20,321.57,,,270.59,296.08
2019-10-21,435.03,,,418.81,426.91999999999996
2019-10-22,374.58,,,267.89,321.235
2019-10-23,317.99,,,286.56,302.275
2019-10-24,392.09,,,328.1,360.095
2019-10-25,370.09,,,292.79,331.44
2019-10-26,297.26,,,266.69,281.975
2019-10-27,375.52,,,335.96,355.74
2019-10-28,399.66,,,325.8,362.73
2019-10-29,341.43,,,426.99,384.21000000000004
2019-10-30,282.1,,,371.35,326.725
2019-10-31,354.07,,,327.04,340.555
2019-11-01,245.22,,,269.31,257.265
2019-11-02,345.88,,,287.33,316.605
2019-11-03,165.14,,,133.33,149.235
2019-11-04,269.04,,,247.22,258.13
2019-11-05,309.76,,,265.7,287.73
2019-11-06,143.73,,,277.11,210.42000000000002
2019-11-07,265.46,,,275.09,270.275
2019-11-08,293.75,,,198.38,246.065
2019-11-09,86.57,,,86.93,86.75
2019-11-10,190.98,,,262.78,226.88
2019-11-11,255.44,,,206.45,230.945
2019-11-12,246.26,,,206.01,226.135
2019-11-13,114.87,,,140.89,127.88
2019-11-14,87.09,,,34.74,60.915000000000006
2019-11-15,,,,49.66,49.66
2019-11-16,,,,105.62,105.62
2019-11-17,,,,111.15,111.15
2019-11-18,,,,142.99,142.99
2019-11-19,,,,282.15,282.15
2019-11-20,378.26,,,256.9,317.58
2019-11-21,357.5,,,180.64,269.07
2019-11-22,336.91,,,222.84,279.875
2019-11-23,309.77,,,193.71,251.74
2019-11-24,252.78,,,140.68,196.73000000000002
2019-11-25,281.26,,,297.09,289.17499999999995
2019-11-26,320.21,,,308.87,314.53999999999996
2019-11-27,313.43,,,286.92,300.175
2019-11-28,287.6,,,210.27,248.935
2019-11-29,182.56,,,241.75,212.155
2019-11-30,298.74,,,230.69,264.71500000000003
2019-12-01,222.24,,,193.05,207.645
2019-12-02,220.33,,,206.58,213.455
2019-12-03,293.91,,,260.42,277.165
2019-12-04,249.63,,,238.36,243.995
2019-12-05,162.08,,,215.44,188.76
2019-12-06,245.16,,,187.92,216.54
2019-12-07,202.11,,,222.99,212.55
2019-12-08,215.68,,,174.31,194.995
2019-12-09,293.52,,,247.81,270.66499999999996
2019-12-10,262.51,,,194.66,228.58499999999998
2019-12-11,231.06,,,210.89,220.975
2019-12-12,76.04,,,86.48,81.26
2019-12-13,82.93,,,148.98,115.955
2019-12-14,88.34,,,100.58,94.46000000000001
2019-12-15,200.82,,,219.59,210.20499999999998
2019-12-16,231.43,,,227.63,229.53
2019-12-17,231.88,,,202.55,217.215
2019-12-18,35.42,,,66.91,51.165
2019-12-19,58.45,,,64.1,61.275
2019-12-20,124.47,,,98.63,111.55
2019-12-21,168.45,,,159.18,163.815
2019-12-22,47.56,,,70.8,59.18
2019-12-23,132.16,,,93.47,112.815
2019-12-24,206.42,,,165.56,185.99
2019-12-25,219.5,,,149.99,184.745
2019-12-26,163.27,,,106.04,134.655
2019-12-27,156.05,,,148.33,152.19
2019-12-28,121.38,,,146.48,133.93
2019-12-29,136.19,,,132.34,134.265
2019-12-30,130.65,,,157.39,144.01999999999998
2019-12-31,251.46,,,212.94,232.2
2020-01-01,287.39,,,230.44,258.91499999999996
2020-01-02,222.88,,,234.25,228.565
2020-01-03,243.91,,,189.73,216.82
2020-01-04,135.69,,,191.01,163.35
2020-01-05,262.31,,,221.96,242.135
2020-01-06,308.66,,,249.25,278.95500000000004
2020-01-07,255.64,,,164.88,210.26
2020-01-08,299.26,,,238.81,269.03499999999997
2020-01-09,259.68,,,220.08,239.88
2020-01-10,154.12,,,149.34,151.73000000000002
2020-01-11,240.13,,,232.1,236.115
2020-01-12,248.96,,,188.45,218.70499999999998
2020-01-13,249.58,,,191.26,220.42000000000002
2020-01-14,253.0,,,170.98,211.99
2020-01-15,283.27,,,226.67,254.96999999999997
2020-01-16,243.55,,,182.02,212.78500000000003
2020-01-17,257.51,,,191.2,224.355
2020-01-18,284.1,,,225.2,254.65
2020-01-19,304.1,,,160.07,232.085
2020-01-20,278.71,,,81.34,180.02499999999998
2020-01-21,322.98,,,255.33,289.15500000000003
2020-01-22,218.28,,,177.39,197.83499999999998
2020-01-23,285.85,,,175.79,230.82
2020-01-24,215.6,,,135.56,175.57999999999998
2020-01-25,265.31,,,274.93,270.12
2020-01-26,353.19,,,288.19,320.69
2020-01-27,179.38,,,151.16,165.26999999999998
2020-01-28,326.15,,,192.12,259.135
2020-01-29,359.88,,,330.88,345.38
2020-01-30,230.81,,,286.24,258.525
2020-01-31,305.9,,,298.43,302.16499999999996
2020-02-01,48.35,,,74.48,61.415000000000006
2020-02-02,388.03,,,320.35,354.19
2020-02-03,393.93,,,355.02,374.475
2020-02-04,359.02,,,330.08,344.54999999999995
2020-02-05,286.58,,,275.28,280.92999999999995
2020-02-06,309.45,,,286.48,297.96500000000003
2020-02-07,284.91,,,268.88,276.895
2020-02-08,362.32,,,336.76,349.53999999999996
2020-02-09,377.58,,,335.91,356.745
2020-02-10,236.3,,,284.93,260.615
2020-02-11,288.85,,,335.9,312.375
2020-02-12,333.11,,,340.35,336.73
2020-02-13,335.07,,,330.4,332.735
2020-02-14,301.13,,,296.57,298.85
2020-02-15,327.21,,,310.59,318.9
2020-02-16,284.37,,,230.31,257.34000000000003
2020-02-17,380.13,,,342.78,361.455
2020-02-18,364.33,,,329.88,347.105
2020-02-19,388.84,,,302.43,345.635
2020-02-20,295.85,,,288.58,292.21500000000003
2020-02-21,94.39,,,84.5,89.445
2020-02-22,425.31,,,296.68,360.995
2020-02-23,421.69,,,285.04,353.365
2020-02-24,418.35,,,342.69,380.52
2020-02-25,403.36,,,344.72,374.04
2020-02-26,359.91,,,301.5,330.70500000000004
2020-02-27,418.11,,,343.91,381.01
2020-02-28,468.73,,,,468.73
2020-02-29,464.27,,,378.93,421.6
2020-03-01,471.56,,,373.32,422.44
2020-03-02,404.59,,,358.97,381.78
2020-03-03,374.17,,,378.7,376.435
2020-03-04,453.49,,,317.3,385.395
2020-03-05,430.57,,,355.44,393.005
2020-03-06,363.16,,,287.04,325.1
2020-03-07,481.97,,,374.78,428.375
2020-03-08,276.78,,,223.73,250.255
2020-03-09,271.1,,,181.24,226.17000000000002
2020-03-10,276.71,,,199.29,238.0
2020-03-11,350.11,,,351.54,350.82500000000005
2020-03-12,483.13,,,323.93,403.53
2020-03-13,519.18,,,353.45,436.31499999999994
2020-03-14,453.16,,,346.87,400.015
2020-03-15,479.53,,,397.21,438.37
2020-03-16,508.65,,,328.96,418.80499999999995
2020-03-17,495.46,,,189.8,342.63
2020-03-18,491.63,,,346.81,419.22
2020-03-19,546.61,,,184.51,365.56
2020-03-20,499.55,,,329.55,414.55
2020-03-21,515.28,,,337.87,426.575
2020-03-22,539.74,,,338.16,438.95000000000005
2020-03-23,535.51,,,322.84,429.17499999999995
2020-03-24,504.75,,,,504.75
2020-03-25,533.94,,,300.28,417.11
2020-03-26,536.95,,,257.13,397.04
2020-03-27,502.01,,,316.65,409.33
2020-03-28,559.88,,,322.83,441.355
2020-03-29,509.39,,,336.71,423.04999999999995
2020-03-30,533.76,,,340.95,437.355
2020-03-31,522.35,,,330.57,426.46000000000004
2020-04-01,572.55,,,370.26,471.405
2020-04-02,579.02,,,379.18,479.1
2020-04-03,550.95,,,359.81,455.38
2020-04-04,526.39,,,337.07,431.73
2020-04-05,173.73,,,106.27,140.0
2020-04-06,490.08,,,329.6,409.84000000000003
2020-04-07,576.17,,,375.95,476.05999999999995
2020-04-08,560.48,,,358.32,459.4
2020-04-09,489.43,,,335.85,412.64
2020-04-10,422.1,,,307.12,364.61
2020-04-11,473.76,,,344.21,408.985
2020-04-12,512.64,,,363.21,437.92499999999995
2020-04-13,504.97,,,352.18,428.57500000000005
2020-04-14,539.91,,,364.81,452.36
2020-04-15,525.86,,,381.51,453.685
2020-04-16,252.37,,,169.64,211.005
2020-04-17,528.15,,,369.06,448.605
2020-04-18,413.07,,,270.1,341.58500000000004
2020-04-19,520.43,,,379.58,450.005
2020-04-20,316.29,,,206.99,261.64
2020-04-21,559.67,,,402.64,481.155
2020-04-22,593.95,,,410.57,502.26
2020-04-23,563.0,,,402.22,482.61
2020-04-24,252.54,,,167.69,210.115
2020-04-25,401.55,,,329.79,365.67
2020-04-26,161.68,,,102.69,132.185
2020-04-27,623.47,,,448.13,535.8
2020-04-28,609.91,,,430.91,520.41
2020-04-29,571.57,,,423.86,497.71500000000003
2020-04-30,189.48,,,138.23,163.855
2020-05-01,640.44,,,461.84,551.14
2020-05-02,621.31,,,452.45,536.88
2020-05-03,621.33,,,463.67,542.5
2020-05-04,627.77,,,463.92,545.845
2020-05-05,628.0,,,567.56,597.78
2020-05-06,612.14,,,604.94,608.54
2020-05-07,630.91,,,619.77,625.3399999999999
2020-05-08,637.44,,,626.92,632.1800000000001
2020-05-09,625.49,,,603.46,614.475
2020-05-10,123.06,,,126.12,124.59
2020-05-11,648.5,,,632.72,640.61
2020-05-12,653.0,,,639.15,646.075
2020-05-13,631.5,,,606.54,619.02
2020-05-14,379.88,,,414.64,397.26
2020-05-15,208.98,,,239.08,224.03
2020-05-16,606.1,,,604.63,605.365
2020-05-17,626.4,,,598.17,612.285
2020-05-18,239.1,,,200.49,219.79500000000002
2020-05-19,450.75,,,540.19,495.47
2020-05-20,594.12,,,560.22,577.1700000000001
2020-05-21,453.67,,,462.88,458.275
2020-05-22,612.06,,,624.74,618.4
2020-05-23,525.08,,,559.31,542.1949999999999
2020-05-24,138.25,,,154.16,146.20499999999998
2020-05-25,250.68,,,261.12,255.9
2020-05-26,394.37,,,394.4,394.385
2020-05-27,413.89,,,400.24,407.065
2020-05-28,495.53,,,524.28,509.905
2020-05-29,612.87,,,587.5,600.185
2020-05-30,599.73,,,597.76,598.745
2020-05-31,609.57,,,619.31,614.44
2020-06-01,494.08,,,479.29,486.685
2020-06-02,432.93,,,436.05,434.49
2020-06-03,126.79,,,135.75,131.27
2020-06-04,250.82,,,246.53,248.675
2020-06-05,305.51,,,314.6,310.055
2020-06-06,183.2,,,177.4,180.3
2020-06-07,276.66,,,302.62,289.64
2020-06-08,493.87,,,533.96,513.915
2020-06-09,594.56,,,630.03,612.295
2020-06-10,558.47,,,544.65,551.56
2020-06-11,534.27,,,539.37,536.8199999999999
2020-06-12,552.57,,,578.06,565.315
2020-06-13,520.03,,,508.32,514.175
2020-06-14,535.35,,,571.04,553.1949999999999
2020-06-15,645.95,,,612.19,629.07
2020-06-16,656.27,,,648.04,652.155
2020-06-17,586.34,,,632.79,609.565
2020-06-18,341.96,,,326.6,334.28
2020-06-19,286.76,,,307.59,297.17499999999995
2020-06-20,630.55,,,655.91,643.23
2020-06-21,494.65,,,486.24,490.445
2020-06-22,634.45,,,616.81,625.63
2020-06-23,636.49,,,628.67,632.5799999999999
2020-06-24,648.79,,,631.54,640.165
2020-06-25,638.03,,,608.28,623.155
2020-06-26,564.5,,,552.42,558.46
2020-06-27,609.43,,,535.13,572.28
2020-06-28,540.81,,,525.58,533.1949999999999
2020-06-29,614.74,,,590.05,602.395
2020-06-30,604.87,,,569.53,587.2
2020-07-01,597.47,,,565.16,581.315
2020-07-02,522.92,,,503.15,513.035
2020-07-03,539.43,,,517.31,528.3699999999999
2020-07-04,538.4,,,554.46,546.4300000000001
2020-07-05,474.17,,,465.08,469.625
2020-07-06,301.86,,,288.32,295.09000000000003
2020-07-07,604.07,,,581.23,592.6500000000001
2020-07-08,552.53,,,490.94,521.735
2020-07-09,606.8,,,596.7,601.75
2020-07-10,597.98,,,475.99,536.985
2020-07-11,509.37,,,482.95,496.15999999999997
2020-07-12,255.64,,,273.19,264.41499999999996
2020-07-13,630.23,,,589.45,609.84
2020-07-14,576.74,,,552.83,564.7850000000001
2020-07-15,424.59,,,404.4,414.495
2020-07-16,435.09,,,408.53,421.80999999999995
2020-07-17,294.74,,,227.14,260.94
2020-07-18,395.28,,,336.26,365.77
2020-07-19,393.47,,,405.72,399.595
2020-07-20,462.54,,,383.47,423.005
2020-07-21,334.78,,,270.44,302.61
2020-07-22,209.86,,,149.6,179.73000000000002
2020-07-23,241.0,,,207.09,224.04500000000002
2020-07-24,500.1,,,488.48,494.29
2020-07-25,412.12,,,387.34,399.73
2020-07-26,473.52,,,327.66,400.59000000000003
2020-07-27,501.02,,,290.48,395.75
2020-07-28,518.41,,,418.69,468.54999999999995
2020-07-29,483.11,,,258.45,370.78
2020-07-30,624.87,,,402.31,513.59
2020-07-31,593.5,,,449.8,521.65
2020-08-01,504.48,,,445.74,475.11
2020-08-02,339.9,,,307.82,323.86
2020-08-03,591.24,,,607.88,599.56
2020-08-04,470.41,,,436.19,453.3
2020-08-05,391.3,,,335.8,363.55
2020-08-06,564.73,,,,564.73
2020-08-07,493.24,,,608.85,551.0450000000001
2020-08-08,434.78,,,365.2,399.99
2020-08-09,275.99,,,194.16,235.075
2020-08-10,553.67,,,432.0,492.835
2020-08-11,510.46,,,515.87,513.165
2020-08-12,492.6,,,565.39,528.995
2020-08-13,394.57,,,476.19,435.38
2020-08-14,416.17,,,481.15,448.65999999999997
2020-08-15,361.38,,,516.55,438.965
2020-08-16,487.92,,,503.0,495.46000000000004
2020-08-17,378.58,,,475.92,427.25
2020-08-18,275.92,,,540.63,408.275
2020-08-19,315.2,,,329.08,322.14
2020-08-20,344.61,,,351.91,348.26
2020-08-21,275.4,,,357.26,316.33
2020-08-22,399.05,,,301.4,350.225
2020-08-23,545.44,,,478.37,511.90500000000003
2020-08-24,533.93,,,378.05,455.99
2020-08-25,521.48,,,535.9,528.69
2020-08-26,535.81,,,413.71,474.76
2020-08-27,479.48,,,323.29,401.385
2020-08-28,493.64,,,529.27,511.455
2020-08-29,349.76,,,430.26,390.01
2020-08-30,401.87,,,266.6,334.235
2020-08-31,423.76,,,323.48,373.62
2020-09-01,554.4,,,507.93,531.165
2020-09-02,545.56,,,453.67,499.615
2020-09-03,556.21,,,501.32,528.765
2020-09-04,321.81,,,366.41,344.11
2020-09-05,298.84,,,346.53,322.68499999999995
2020-09-06,153.3,,,237.78,195.54000000000002
2020-09-07,325.96,,,,325.96
2020-09-08,443.3,,,,443.3
2020-09-09,252.0,,,220.97,236.485
2020-09-10,207.29,,,163.56,185.425
2020-09-11,392.29,,,316.24,354.265
2020-09-12,383.07,,,266.65,324.86
2020-09-13,181.64,,,150.09,165.865
2020-09-14,359.23,,,138.02,248.625
2020-09-15,464.44,,,348.89,406.66499999999996
2020-09-16,378.09,,,455.77,416.92999999999995
2020-09-17,445.0,,,447.7,446.35
2020-09-18,233.47,,,296.25,264.86
2020-09-19,460.85,,,419.02,439.935
2020-09-20,448.19,,,,448.19
2020-09-21,262.92,,,,262.92
2020-09-22,479.88,,,502.43,491.155
2020-09-23,470.51,,,334.86,402.685
2020-09-24,358.13,,,317.63,337.88
2020-09-25,399.72,,,407.1,403.41
2020-09-26,353.96,,,411.65,382.80499999999995
2020-09-27,403.75,,,393.11,398.43
2020-09-28,318.36,,,354.67,336.515
2020-09-29,431.89,,,391.32,411.605
2020-09-30,133.02,,,138.05,135.53500000000003
2020-10-01,420.2,,,374.29,397.245
2020-10-02,147.3,,,190.51,168.905
2020-10-03,290.24,,,218.04,254.14
2020-10-04,191.98,,,129.63,160.805
2020-10-05,393.42,,,293.76,343.59000000000003
2020-10-06,396.93,,,255.81,326.37
2020-10-07,408.02,,,302.97,355.495
2020-10-08,337.06,,,248.85,292.955
2020-10-09,452.16,,,286.21,369.185
2020-10-10,276.22,,,264.98,270.6
2020-10-11,375.14,,,267.0,321.07
2020-10-12,294.77,,,275.48,285.125
2020-10-13,442.82,,,406.99,424.905
2020-10-14,439.91,,,316.05,377.98
2020-10-15,385.78,,,,385.78
2020-10-16,207.88,,,,207.88
2020-10-17,370.37,,,,370.37
2020-10-18,402.33,,,,402.33
2020-10-19,60.74,,,,60.74
2020-10-20,139.6,,,,139.6
2020-10-21,186.71,,,,186.71
2020-10-22,318.47,,,,318.47
2020-10-23,215.97,,,,215.97
2020-10-24,358.6,,,,358.6
2020-10-25,213.57,,,,213.57
2020-10-26,346.02,,,,346.02
2020-10-27,356.96,,,,356.96
2020-10-28,320.3,,,,320.3
2020-10-29,304.28,,,,304.28
2020-10-30,309.27,,,,309.27
2020-10-31,124.6,,,,124.6
2020-11-01,285.49,,,,285.49
2020-11-02,349.29,,,,349.29
2020-11-03,357.77,,,,357.77
2020-11-04,354.24,,,,354.24
2020-11-05,291.08,,,,291.08
2020-11-06,309.37,,,,309.37
2020-11-07,140.09,,,,140.09
2020-11-08,67.11,,,,67.11
2020-11-09,275.79,,,,275.79
2020-11-10,189.99,,,,189.99
2020-11-11,138.51,,,,138.51
2020-11-12,258.71,,,,258.71
2020-11-13,328.63,,,,328.63
2020-11-14,226.73,,,,226.73
2020-11-15,281.84,,,,281.84
2020-11-16,319.73,,,,319.73
2020-11-17,317.51,,,,317.51
2020-11-18,305.52,,,,305.52
2020-11-19,229.2,,,,229.2
2020-11-20,236.53,,,,236.53
2020-11-21,285.82,,,,285.82
2020-11-22,252.93,,,,252.93
2020-11-23,176.72,,,,176.72
2020-11-24,306.41,,,,306.41
2020-11-25,136.56,,,,136.56
2020-11-26,276.67,,,,276.67
2020-11-27,274.47,,,,274.47
2020-11-28,270.92,,,,270.92
2020-11-29,246.48,,,,246.48
2020-11-30,170.03,,,,170.03
2020-12-01,265.66,,,,265.66
2020-12-02,282.58,,,,282.58
2020-12-03,266.46,,,,266.46
2020-12-04,146.83,,,,146.83
2020-12-05,249.48,,,,249.48
2020-12-06,224.79,,,,224.79
2020-12-07,177.42,,,,177.42
2020-12-08,279.12,,,,279.12
2020-12-09,295.65,,,,295.65
2020-12-10,283.29,,,,283.29
2020-12-11,251.73,,,,251.73
2020-12-12,243.75,,,,243.75
2020-12-13,283.9,,,,283.9
2020-12-14,301.46,,,,301.46
2020-12-15,142.32,,,,142.32
2020-12-16,244.8,,,,244.8
2020-12-17,92.23,,,,92.23
2020-12-18,295.18,,,,295.18
2020-12-19,222.04,,,,222.04
2020-12-20,250.34,,,,250.34
2020-12-21,248.0,,,,248.0
2020-12-22,248.05,,,,248.05
2020-12-23,247.64,,,,247.64
2020-12-24,243.87,,,,243.87
2020-12-25,291.92,,,,291.92
2020-12-26,300.56,,,,300.56
2020-12-27,251.7,,,,251.7
2020-12-28,222.53,,,,222.53
2020-12-29,258.28,,,,258.28
2020-12-30,183.33,,,,183.33
2020-12-31,221.32,,,,221.32
2021-01-01,276.72,,,,276.72
2021-01-02,148.1,,,,148.1
2021-01-03,178.08,,,,178.08
2021-01-04,232.13,,,,232.13
2021-01-05,285.39,,,,285.39
2021-01-06,282.36,,,,282.36
2021-01-07,215.04,,,,215.04
2021-01-08,259.87,,,,259.87
2021-01-09,256.43,,,,256.43
2021-01-10,281.02,,,,281.02
2021-01-11,175.36,,,,175.36
2021-01-12,81.21,,,,81.21
2021-01-13,150.61,,,,150.61
2021-01-14,229.64,,,,229.64
2021-01-15,300.12,,,,300.12
2021-01-16,141.55,,,,141.55
2021-01-17,144.79,,,,144.79
2021-01-18,266.34,,,,266.34
2021-01-19,318.41,,,,318.41
2021-01-20,304.86,,,,304.86
2021-01-21,316.2,,,,316.2
2021-01-22,387.54,,,,387.54
2021-01-23,324.73,,,,324.73
2021-01-24,352.34,,,,352.34
2021-01-25,247.89,,,,247.89
2021-01-26,278.39,,,,278.39
2021-01-27,336.04,,,,336.04
2021-01-28,344.46,,,,344.46
2021-01-29,339.76,,,,339.76
2021-01-30,343.23,,,,343.23
